# Mode: Color Science
# Date: 2026-03-13 13:32:24
# Measurement: ILLUMINATION
# Light: off
# Gain: 10.0
# Exposure: 10000
# XYZ: X=100.01 Y=100.39 Z=100.56
# LAB: L*=100.15 a*=-0.64 b*=-0.11
# xy: x=0.3323 y=0.3336
# Swatch_1: S1 I L*=100.9 a*=-0.8 b*=1.6
# Swatch_2: S2 I L*=118.0 a*=-17.3 b*=32.3
# Swatch_3: S3 I L*=103.0 a*=-1.9 b*=6.2
Pixel,Wavelength,Measured,S1,S2,S3
254,394.820402,0.066471166908741,0.06286323815584183,0.07408276200294495,0.06348354369401932
255,395.315199,0.06363973021507263,0.06284619122743607,0.07418656349182129,0.06353861093521118
256,395.809992,0.06184541434049606,0.06338587403297424,0.07857976108789444,0.06487521529197693
257,396.304782,0.06433212757110596,0.0640518069267273,0.07471023499965668,0.06469715386629105
258,396.799568,0.06416066735982895,0.0649891123175621,0.07929503172636032,0.0658106729388237
259,397.29435,0.0639219582080841,0.06501970440149307,0.08086148649454117,0.06635195016860962
260,397.789129,0.06408166885375977,0.06338587403297424,0.07783399522304535,0.06667795032262802
261,398.283905,0.0682842880487442,0.06567693501710892,0.0823938399553299,0.06603923439979553
262,398.778677,0.06524644792079926,0.0660075917840004,0.07892753183841705,0.065236397087574
263,399.273446,0.06502174586057663,0.06558673828840256,0.08384598791599274,0.06499297171831131
264,399.768212,0.06386445462703705,0.06573141366243362,0.08504398167133331,0.0639411211013794
265,400.262974,0.06331440806388855,0.06370618939399719,0.08737817406654358,0.06321277469396591
266,400.757733,0.06835466623306274,0.06535882502794266,0.08692342042922974,0.06383557617664337
267,401.252489,0.06705372780561447,0.06362146139144897,0.09230554848909378,0.06517944484949112
268,401.747241,0.06375384330749512,0.06492644548416138,0.09240367263555527,0.06605571508407593
269,402.24199,0.06393208354711533,0.06660819798707962,0.09273380041122437,0.06405791640281677
270,402.736736,0.06515364348888397,0.06508545577526093,0.09083172678947449,0.062135230749845505
271,403.231479,0.0646514743566513,0.06276941299438477,0.08763519674539566,0.06413598358631134
272,403.726219,0.06593798100948334,0.06608014553785324,0.08939670771360397,0.06682473421096802
273,404.220956,0.06655902415513992,0.06584695726633072,0.09113612025976181,0.06377135217189789
274,404.71569,0.06380434334278107,0.06435488909482956,0.08899316936731339,0.06539075076580048
275,405.210421,0.06353860348463058,0.06477028131484985,0.09381779283285141,0.06756004691123962
276,405.704798,0.06570310890674591,0.06526020914316177,0.09492778033018112,0.06496644020080566
277,406.1987,0.06511635333299637,0.06710153073072433,0.09721208363771439,0.06642632931470871
278,406.692465,0.06452850252389908,0.06557967513799667,0.09292557835578918,0.06704138219356537
279,407.186436,0.06367070972919464,0.06564119458198547,0.09731725603342056,0.06508634984493256
280,407.680951,0.06394254416227341,0.06532692909240723,0.09804794192314148,0.06738457828760147
281,408.176353,0.06743328273296356,0.06478415429592133,0.0951877310872078,0.0675666555762291
282,408.672431,0.06603173166513443,0.06442727148532867,0.09559937566518784,0.06710422784090042
283,409.168744,0.06471738964319229,0.06484197080135345,0.09736070781946182,0.06541846692562103
284,409.665286,0.0641033947467804,0.06344085931777954,0.09779082983732224,0.06505594402551651
285,410.162048,0.06394466012716293,0.06387630105018616,0.10143619775772095,0.06413105130195618
286,410.659022,0.06388074159622192,0.06436467915773392,0.10023418813943863,0.06593406200408936
287,411.156202,0.06421200931072235,0.06459330022335052,0.10210765153169632,0.06666667014360428
288,411.653579,0.06447362899780273,0.06422732025384903,0.10116837173700333,0.06595667451620102
289,412.151147,0.06433351337909698,0.06501682102680206,0.10594896227121353,0.06464309245347977
290,412.648896,0.06460922956466675,0.06406927108764648,0.10717054456472397,0.06440901011228561
291,413.146821,0.06751532852649689,0.06601651012897491,0.10715699940919876,0.07062160968780518
292,413.644912,0.0683203637599945,0.06439200043678284,0.10269680619239807,0.06855913251638412
293,414.143164,0.06539286673069,0.06367825716733932,0.10668724030256271,0.06661206483840942
294,414.641567,0.06485678255558014,0.06790868192911148,0.10701201856136322,0.06654267758131027
295,415.140114,0.06567636132240295,0.06708066910505295,0.10700202733278275,0.06504931300878525
296,415.638799,0.06390661746263504,0.06340093165636063,0.10723364353179932,0.06609348952770233
297,416.137612,0.06377559155225754,0.0674486756324768,0.10953421145677567,0.0643833726644516
298,416.636548,0.06461553275585175,0.06600277125835419,0.11238390952348709,0.0649462342262268
299,417.135597,0.06641530245542526,0.06368692964315414,0.10737253725528717,0.06848007440567017
300,417.634753,0.06823472678661346,0.06652261316776276,0.11346332728862762,0.0695360004901886
