# Mode: Color Science
# Date: 2026-03-13 12:07:57
# Measurement type: ILLUMINATION
# Light source: off
# Gain: 10.0
# Exposure: 10000
# XYZ: X=88.07 Y=100.00 Z=138.70
# LAB: L*=100.00 a*=0.00 b*=0.00
# xy: x=0.2695 y=0.3060
Pixel,Wavelength,Intensity
0,268.942329,0.0688924
1,269.439017,0.0685835
2,269.935693,0.0690055
3,270.432358,0.0679189
4,270.929011,0.0686966
5,271.425654,0.0671632
6,271.922285,0.065977
7,272.418906,0.0679374
8,272.915515,0.0641078
9,273.412113,0.0648509
10,273.9087,0.0672494
11,274.405276,0.0663744
12,274.901841,0.0669056
13,275.398395,0.0663181
14,275.894938,0.0649627
15,276.391471,0.0651499
16,276.887992,0.0666707
17,277.384503,0.0661056
18,277.881003,0.06246
19,278.377492,0.0624525
20,278.87397,0.0643206
21,279.370438,0.0641903
22,279.866895,0.0629847
23,280.363342,0.0647084
24,280.859777,0.0682524
25,281.356203,0.067632
26,281.852617,0.0657519
27,282.349021,0.0666375
28,282.845415,0.0660522
29,283.341798,0.0671991
30,283.838171,0.0673772
31,284.334533,0.0657158
32,284.830885,0.0655175
33,285.327227,0.0662134
34,285.823558,0.0655547
35,286.319879,0.0627486
36,286.81619,0.0660522
37,287.312491,0.0651352
38,287.808781,0.0633281
39,288.305062,0.0651129
40,288.801332,0.0627945
41,289.297592,0.0662757
42,289.793842,0.0668195
43,290.290082,0.0647995
44,290.786312,0.0656077
45,291.282532,0.0650617
46,291.778742,0.065644
47,292.274942,0.0683191
48,292.771132,0.0642453
49,293.267313,0.0622914
50,293.763483,0.0647985
51,294.259644,0.0679819
52,294.755795,0.0666451
53,295.251936,0.0665037
54,295.748068,0.064819
55,296.24419,0.065899
56,296.740302,0.0650049
57,297.236405,0.0637537
58,297.732498,0.0643688
59,298.228582,0.0640849
60,298.724656,0.0646987
61,299.22072,0.06408
62,299.716775,0.0640972
63,300.212821,0.0651895
64,300.708857,0.0650149
65,301.204884,0.0649891
66,301.700902,0.066797
67,302.19691,0.0691055
68,302.692909,0.0639349
69,303.188899,0.0647356
70,303.684879,0.0660999
71,304.18085,0.0649224
72,304.676813,0.0650468
73,305.172766,0.0639448
74,305.66871,0.0670088
75,306.164645,0.0644647
76,306.66057,0.0645312
77,307.156487,0.0636546
78,307.652395,0.0639485
79,308.148294,0.0638354
80,308.644184,0.0636321
81,309.140065,0.0639146
82,309.635937,0.0636027
83,310.131801,0.0653159
84,310.627656,0.0661535
85,311.123502,0.065753
86,311.619339,0.0635208
87,312.115167,0.0640431
88,312.610987,0.0638987
89,313.106798,0.0645813
90,313.602601,0.0651091
91,314.098395,0.0636803
92,314.59418,0.0654122
93,315.089957,0.0633179
94,315.585726,0.0655233
95,316.081485,0.0655993
96,316.577237,0.065644
97,317.07298,0.0622588
98,317.568715,0.0646162
99,318.064441,0.0676359
100,318.560159,0.0653211
101,319.055869,0.0635129
102,319.551571,0.0631986
103,320.047264,0.0640274
104,320.54295,0.0646196
105,321.038627,0.0655642
106,321.534295,0.0645412
107,322.029956,0.0629853
108,322.525609,0.0642655
109,323.021254,0.0663645
110,323.516891,0.0667387
111,324.012519,0.0674306
112,324.50814,0.0639353
113,325.003753,0.0645715
114,325.499358,0.0651195
115,325.994955,0.0653934
116,326.490544,0.064332
117,326.986126,0.0653929
118,327.4817,0.0660992
119,327.977266,0.065354
120,328.472824,0.0651678
121,328.968375,0.0649792
122,329.463918,0.0643497
123,329.959453,0.0640699
124,330.454981,0.0631476
125,330.950501,0.0633157
126,331.446014,0.0634828
127,331.941519,0.0640477
128,332.437017,0.0649351
129,332.932508,0.0645487
130,333.427991,0.0654005
131,333.923466,0.0643988
132,334.418935,0.0648873
133,334.914396,0.0643407
134,335.409849,0.067247
135,335.905296,0.0665091
136,336.400735,0.0654936
137,336.896167,0.0667256
138,337.391592,0.0663645
139,337.88701,0.0649186
140,338.38242,0.0638158
141,338.877824,0.0652681
142,339.373221,0.0642154
143,339.86861,0.0641251
144,340.363993,0.0640615
145,340.859368,0.0647749
146,341.354737,0.063885
147,341.850099,0.0645271
148,342.345454,0.0647219
149,342.840802,0.061984
150,343.336144,0.0629187
151,343.831478,0.0623311
152,344.326806,0.064568
153,344.822127,0.0674673
154,345.317442,0.0655191
155,345.81275,0.0656265
156,346.308051,0.0661262
157,346.803346,0.0652069
158,347.298634,0.0630334
159,347.793915,0.0640462
160,348.289191,0.0656867
161,348.784459,0.0654285
162,349.279721,0.0641746
163,349.774977,0.0649124
164,350.270227,0.0640274
165,350.76547,0.0657039
166,351.260707,0.0665818
167,351.755937,0.0632836
168,352.251162,0.0666053
169,352.74638,0.0657991
170,353.241592,0.0649136
171,353.736797,0.064409
172,354.231997,0.0653959
173,354.72719,0.0670297
174,355.222378,0.0651678
175,355.717559,0.0658134
176,356.212735,0.0648255
177,356.707904,0.0653065
178,357.203068,0.0642789
179,357.698225,0.0647734
180,358.193377,0.0652358
181,358.688523,0.0660025
182,359.183663,0.0639939
183,359.678797,0.0650705
184,360.173925,0.0666137
185,360.669048,0.0671874
186,361.164165,0.0662934
187,361.659276,0.0696522
188,362.154382,0.0631294
189,362.649482,0.0626796
190,363.144577,0.0628204
191,363.639666,0.0646886
192,364.134749,0.0645976
193,364.629827,0.0652681
194,365.1249,0.0648241
195,365.619967,0.0646027
196,366.115028,0.0654502
197,366.610085,0.0657962
198,367.105136,0.0656605
199,367.600181,0.066713
200,368.095222,0.067628
201,368.590257,0.0672833
202,369.085287,0.0652981
203,369.580311,0.0649192
204,370.075331,0.0648265
205,370.570345,0.0654553
206,371.065355,0.0633403
207,371.560359,0.0645161
208,372.055358,0.0673471
209,372.550352,0.0689761
210,373.045342,0.066349
211,373.540326,0.065253
212,374.035305,0.0646713
213,374.53028,0.0651704
214,375.025249,0.066022
215,375.520214,0.0656377
216,376.015174,0.0665103
217,376.510129,0.0639459
218,377.00508,0.0650289
219,377.500026,0.0625354
220,377.994967,0.0643461
221,378.489903,0.0652842
222,378.984835,0.0647632
223,379.479763,0.065647
224,379.974685,0.0644337
225,380.469604,0.0642404
226,380.964517,0.06672
227,381.459427,0.0648641
228,381.954332,0.0659537
229,382.449232,0.0639575
230,382.944128,0.0648234
231,383.43902,0.0662675
232,383.933907,0.0710492
233,384.428791,0.0679907
234,384.923669,0.06649
235,385.418544,0.0678363
236,385.913415,0.0666069
237,386.408281,0.0658387
238,386.903143,0.0674208
239,387.398001,0.0678022
240,387.892855,0.0661768
241,388.387706,0.0654714
242,388.882552,0.0663437
243,389.377394,0.0667218
244,389.872232,0.0655175
245,390.367066,0.0661979
246,390.861896,0.0690456
247,391.356723,0.0700872
248,391.851545,0.068216
249,392.346364,0.0697632
250,392.841179,0.0703812
251,393.33599,0.0720828
252,393.830798,0.0687618
253,394.325602,0.0714777
254,394.820402,0.0701807
255,395.315199,0.0706076
256,395.809992,0.071062
257,396.304782,0.0739803
258,396.799568,0.0744399
259,397.29435,0.0743741
260,397.789129,0.0768184
261,398.283905,0.0794413
262,398.778677,0.0800013
263,399.273446,0.0780813
264,399.768212,0.0783739
265,400.262974,0.0821987
266,400.757733,0.0848839
267,401.252489,0.0808407
268,401.747241,0.0838274
269,402.24199,0.0858034
270,402.736736,0.0853599
271,403.231479,0.0866877
272,403.726219,0.0884633
273,404.220956,0.0864159
274,404.71569,0.0855278
275,405.210421,0.0904529
276,405.704798,0.0889863
277,406.1987,0.0889414
278,406.692465,0.0899265
279,407.186436,0.0922082
280,407.680951,0.0984066
281,408.176353,0.0994675
282,408.672431,0.0990212
283,409.168744,0.103052
284,409.665286,0.101238
285,410.162048,0.10129
286,410.659022,0.104767
287,411.156202,0.104394
288,411.653579,0.104035
289,412.151147,0.106495
290,412.648896,0.110275
291,413.146821,0.110496
292,413.644912,0.107817
293,414.143164,0.107346
294,414.641567,0.105008
295,415.140114,0.106782
296,415.638799,0.110431
297,416.137612,0.11516
298,416.636548,0.116806
299,417.135597,0.116252
300,417.634753,0.116225
301,418.134007,0.119889
302,418.633353,0.115414
303,419.132783,0.11743
304,419.632289,0.122983
305,420.131863,0.119726
306,420.631498,0.119125
307,421.131186,0.122453
308,421.630921,0.126373
309,422.130693,0.119451
310,422.630496,0.119742
311,423.130322,0.121485
312,423.630163,0.124623
313,424.130012,0.123938
314,424.629861,0.125184
315,425.129702,0.12735
316,425.629529,0.127069
317,426.129333,0.123436
318,426.629107,0.129099
319,427.128843,0.12652
320,427.628534,0.128936
321,428.128172,0.123915
322,428.627749,0.125452
323,429.127258,0.131973
324,429.626692,0.125142
325,430.126042,0.123846
326,430.625301,0.127258
327,431.124462,0.130059
328,431.623516,0.134795
329,432.122457,0.132458
330,432.621277,0.137935
331,433.119968,0.142023
332,433.618522,0.144065
333,434.116932,0.14697
334,434.615191,0.149986
335,435.11329,0.156363
336,435.611222,0.15915
337,436.109058,0.160181
338,436.606873,0.163021
339,437.104666,0.164101
340,437.602437,0.15738
341,438.100187,0.164901
342,438.597915,0.164111
343,439.095622,0.16386
344,439.593307,0.162232
345,440.090971,0.170066
346,440.588612,0.171545
347,441.086232,0.17494
348,441.583831,0.17566
349,442.081407,0.17962
350,442.578962,0.178149
351,443.076494,0.180616
352,443.574005,0.17748
353,444.071494,0.177315
354,444.568961,0.182936
355,445.066407,0.177076
356,445.56383,0.183042
357,446.061231,0.181903
358,446.55861,0.180803
359,447.055967,0.181085
360,447.553301,0.183319
361,448.050614,0.184544
362,448.547904,0.186184
363,449.045173,0.183574
364,449.542419,0.183552
365,450.039642,0.185935
366,450.536844,0.185179
367,451.034023,0.191442
368,451.531179,0.191194
369,452.028314,0.185251
370,452.525425,0.190107
371,453.022515,0.187116
372,453.519582,0.193083
373,454.016626,0.188738
374,454.513648,0.187007
375,455.010647,0.185534
376,455.507623,0.196122
377,456.004577,0.204535
378,456.501508,0.198616
379,456.998417,0.205407
380,457.495303,0.204401
381,457.992166,0.202502
382,458.489006,0.204876
383,458.985823,0.212129
384,459.482618,0.227088
385,459.979389,0.233232
386,460.476138,0.226723
387,460.972864,0.229623
388,461.469566,0.236266
389,461.966246,0.244061
390,462.462903,0.244639
391,462.959536,0.244501
392,463.456147,0.249074
393,463.952734,0.256071
394,464.449298,0.266311
395,464.945839,0.270124
396,465.442356,0.271566
397,465.938851,0.270038
398,466.435322,0.276217
399,466.93177,0.276867
400,467.428194,0.280467
401,467.924595,0.284693
402,468.420973,0.29425
403,468.917327,0.301983
404,469.413657,0.301598
405,469.909964,0.308829
406,470.406248,0.308028
407,470.902508,0.31003
408,471.398744,0.317084
409,471.894957,0.317902
410,472.391146,0.31962
411,472.887312,0.323175
412,473.383453,0.324036
413,473.879571,0.326252
414,474.375665,0.336806
415,474.871735,0.327839
416,475.367782,0.32756
417,475.863804,0.326435
418,476.359803,0.321354
419,476.855777,0.321523
420,477.351728,0.32832
421,477.847655,0.33449
422,478.343557,0.32923
423,478.839436,0.337039
424,479.33529,0.339379
425,479.831121,0.334658
426,480.326927,0.335631
427,480.822709,0.336526
428,481.318466,0.335842
429,481.8142,0.339844
430,482.309909,0.327118
431,482.805594,0.325447
432,483.301254,0.328698
433,483.79689,0.321612
434,484.292502,0.312399
435,484.788089,0.312006
436,485.283652,0.297178
437,485.77919,0.288213
438,486.274704,0.280457
439,486.770193,0.288879
440,487.265658,0.288272
441,487.761098,0.296861
442,488.256513,0.299224
443,488.751885,0.301318
444,489.247195,0.295307
445,489.742446,0.297238
446,490.237638,0.298965
447,490.732773,0.299126
448,491.227852,0.295396
449,491.722876,0.289355
450,492.217848,0.287523
451,492.712767,0.295906
452,493.207636,0.298684
453,493.702456,0.301031
454,494.197229,0.293969
455,494.691955,0.29052
456,495.186636,0.28589
457,495.681274,0.284192
458,496.175869,0.281702
459,496.670423,0.288401
460,497.164938,0.281557
461,497.659415,0.27647
462,498.153855,0.268362
463,498.64826,0.2633
464,499.14263,0.262956
465,499.636968,0.264765
466,500.131275,0.256064
467,500.625551,0.250289
468,501.119799,0.24888
469,501.61402,0.241004
470,502.108215,0.249006
471,502.602385,0.245741
472,503.096532,0.243296
473,503.590658,0.242582
474,504.084763,0.239462
475,504.578849,0.240419
476,505.072917,0.236006
477,505.566968,0.236398
478,506.061005,0.233
479,506.555028,0.232312
480,507.049039,0.236994
481,507.543039,0.232909
482,508.03703,0.225238
483,508.531012,0.224362
484,509.024988,0.222517
485,509.518958,0.2179
486,510.012924,0.208878
487,510.506887,0.207218
488,511.000849,0.204974
489,511.494811,0.208311
490,511.988774,0.20563
491,512.48274,0.195673
492,512.97671,0.201222
493,513.470686,0.187328
494,513.964668,0.196933
495,514.458658,0.185329
496,514.952658,0.181838
497,515.446669,0.176727
498,515.940693,0.172414
499,516.434729,0.173593
500,516.928781,0.175061
501,517.422849,0.168193
502,517.916935,0.165625
503,518.41104,0.167467
504,518.905165,0.163467
505,519.399313,0.168558
506,519.893483,0.170847
507,520.387678,0.172558
508,520.881898,0.166058
509,521.376146,0.164934
510,521.870423,0.158337
511,522.364729,0.161258
512,522.859051,0.164021
513,523.353373,0.161662
514,523.847695,0.159647
515,524.342017,0.160305
516,524.836339,0.162333
517,525.330661,0.159908
518,525.824983,0.152238
519,526.319305,0.154061
520,526.813627,0.156341
521,527.307949,0.154864
522,527.802271,0.159894
523,528.296593,0.149585
524,528.790915,0.153606
525,529.285237,0.152514
526,529.779559,0.157234
527,530.273881,0.151264
528,530.768203,0.150843
529,531.262525,0.146805
530,531.756847,0.147274
531,532.251169,0.14368
532,532.745491,0.147304
533,533.239813,0.143743
534,533.734135,0.143275
535,534.228457,0.143517
536,534.722779,0.142284
537,535.217101,0.141882
538,535.711423,0.138395
539,536.205745,0.139545
540,536.700067,0.138012
541,537.194389,0.139499
542,537.688711,0.135861
543,538.183033,0.138066
544,538.677355,0.134176
545,539.171677,0.131673
546,539.665999,0.132875
547,540.160321,0.135885
548,540.654643,0.135533
549,541.148965,0.131986
550,541.643287,0.132049
551,542.137609,0.130661
552,542.631931,0.128822
553,543.126253,0.127551
554,543.620574,0.126443
555,544.114896,0.131479
556,544.609218,0.123946
557,545.10354,0.12632
558,545.597862,0.128017
559,546.092184,0.124379
560,546.586506,0.122138
561,547.080828,0.122015
562,547.57515,0.120459
563,548.069472,0.120916
564,548.563794,0.118164
565,549.058116,0.115623
566,549.552438,0.114977
567,550.04676,0.116525
568,550.541082,0.111253
569,551.035404,0.110494
570,551.529726,0.113221
571,552.024048,0.108543
572,552.51837,0.108125
573,553.012692,0.108016
574,553.507014,0.105965
575,554.001336,0.104594
576,554.495658,0.10694
577,554.98998,0.105789
578,555.484302,0.104093
579,555.978624,0.100762
580,556.472946,0.101204
581,556.967268,0.101106
582,557.46159,0.100293
583,557.955912,0.102246
584,558.450234,0.0962087
585,558.944556,0.0988897
586,559.438878,0.0995955
587,559.9332,0.0944199
588,560.427522,0.0937337
589,560.921844,0.0907638
590,561.416166,0.0915344
591,561.910488,0.0958983
592,562.40481,0.092533
593,562.899132,0.0877215
594,563.393454,0.0920549
595,563.887776,0.0927193
596,564.382098,0.0872763
597,564.87642,0.087418
598,565.370741,0.088659
599,565.865063,0.0898327
600,566.359385,0.0881205
601,566.853707,0.0853598
602,567.348029,0.0848974
603,567.842351,0.0847308
604,568.336673,0.0843603
605,568.830479,0.0861104
606,569.323374,0.0838342
607,569.81554,0.0843804
608,570.30716,0.0842204
609,570.798415,0.0878533
610,571.289488,0.0878915
611,571.78056,0.0921523
612,572.271816,0.0920147
613,572.763435,0.0904494
614,573.255601,0.087053
615,573.748496,0.0854465
616,574.242302,0.0857745
617,574.737201,0.0852084
618,575.233375,0.090002
619,575.731007,0.089409
620,576.230278,0.0893622
621,576.731371,0.0921255
622,577.234469,0.0919366
623,577.740683,0.0939951
624,578.250555,0.101469
625,578.763412,0.0956973
626,579.278579,0.0957495
627,579.795382,0.093823
628,580.313147,0.098986
629,580.831199,0.0979387
630,581.348866,0.0993466
631,581.865473,0.0985621
632,582.380345,0.105062
633,582.892809,0.108866
634,583.402191,0.103032
635,583.907816,0.111364
636,584.409868,0.108384
637,584.909238,0.106954
638,585.406307,0.106741
639,585.901459,0.110498
640,586.395079,0.111547
641,586.887548,0.109969
642,587.37925,0.112452
643,587.870569,0.113556
644,588.361889,0.108752
645,588.853591,0.111549
646,589.34606,0.110316
647,589.839679,0.112956
648,590.333705,0.112618
649,590.827198,0.118935
650,591.320247,0.11613
651,591.812941,0.118168
652,592.305368,0.122282
653,592.797618,0.12056
654,593.289778,0.11957
655,593.781939,0.118564
656,594.274189,0.122435
657,594.766616,0.12281
658,595.259309,0.121765
659,595.752358,0.120226
660,596.245851,0.119065
661,596.739877,0.118242
662,597.234525,0.117956
663,597.729883,0.121316
664,598.226041,0.122622
665,598.723086,0.122079
666,599.221109,0.119809
667,599.720198,0.127433
668,600.220441,0.118782
669,600.722397,0.116494
670,601.226395,0.117361
671,601.732181,0.119471
672,602.239498,0.120294
673,602.748093,0.120844
674,603.25771,0.120879
675,603.768093,0.120929
676,604.278989,0.122571
677,604.790143,0.115817
678,605.301298,0.120164
679,605.8122,0.117066
680,606.322595,0.115858
681,606.832227,0.118092
682,607.340841,0.120857
683,607.848182,0.120983
684,608.353996,0.116858
685,608.858026,0.117353
686,609.360019,0.114128
687,609.859719,0.115728
688,610.357528,0.114719
689,610.854059,0.118679
690,611.349373,0.118309
691,611.843531,0.118857
692,612.336595,0.119792
693,612.828628,0.11844
694,613.319689,0.122353
695,613.809841,0.117333
696,614.299145,0.116431
697,614.787663,0.114659
698,615.275457,0.1139
699,615.762587,0.11954
700,616.249116,0.121301
701,616.735104,0.117795
702,617.220614,0.119742
703,617.705707,0.121237
704,618.190445,0.114321
705,618.674889,0.112874
706,619.1591,0.109852
707,619.64314,0.114043
708,620.127071,0.117355
709,620.610955,0.11487
710,621.094852,0.117503
711,621.578824,0.114756
712,622.062933,0.115232
713,622.54724,0.114238
714,623.031807,0.114264
715,623.516696,0.11219
716,624.001967,0.116567
717,624.487683,0.115894
718,624.973905,0.114883
719,625.460694,0.115074
720,625.948112,0.112218
721,626.436221,0.111636
722,626.925082,0.11538
723,627.414757,0.116182
724,627.905307,0.115616
725,628.396794,0.114257
726,628.889587,0.115329
727,629.383945,0.115935
728,629.87976,0.114903
729,630.376498,0.117105
730,630.873683,0.114848
731,631.371296,0.120127
732,631.869316,0.110424
733,632.367723,0.120224
734,632.866498,0.120777
735,633.365619,0.122517
736,633.865067,0.123946
737,634.364822,0.117436
738,634.864864,0.122803
739,635.365172,0.12844
740,635.865727,0.127062
741,636.366508,0.120021
742,636.867495,0.125882
743,637.368669,0.125036
744,637.870009,0.124585
745,638.371495,0.122361
746,638.873107,0.12217
747,639.374825,0.123347
748,639.876629,0.123286
749,640.378499,0.122441
750,640.880414,0.125317
751,641.382355,0.122841
752,641.884302,0.123391
753,642.386233,0.122741
754,642.88813,0.122604
755,643.389973,0.132365
756,643.89174,0.126548
757,644.393413,0.125242
758,644.89497,0.127795
759,645.396393,0.131524
760,645.89766,0.12955
761,646.398752,0.131734
762,646.899648,0.127451
763,647.400329,0.130596
764,647.900775,0.130667
765,648.400965,0.128703
766,648.900879,0.137596
767,649.400497,0.134477
768,649.8998,0.136639
769,650.398917,0.132067
770,650.897992,0.138232
771,651.397025,0.133675
772,651.896017,0.138773
773,652.394967,0.145178
774,652.893875,0.143749
775,653.392741,0.142284
776,653.891565,0.141351
777,654.390348,0.136253
778,654.889088,0.134949
779,655.387786,0.134171
780,655.886442,0.133068
781,656.385056,0.143864
782,656.883628,0.142902
783,657.382157,0.14352
784,657.880644,0.151758
785,658.379089,0.152565
786,658.877492,0.157079
787,659.375852,0.154894
788,659.87417,0.154734
789,660.372445,0.149023
790,660.870678,0.15371
791,661.368868,0.153571
792,661.867016,0.155809
793,662.365121,0.149783
794,662.863183,0.152388
795,663.361203,0.15349
796,663.85918,0.154179
797,664.357114,0.160529
798,664.855005,0.16136
799,665.352854,0.153499
800,665.850659,0.154278
801,666.348422,0.152445
802,666.846142,0.157092
803,667.343818,0.158791
804,667.841452,0.163169
805,668.339042,0.161898
806,668.83659,0.159176
807,669.334094,0.160825
808,669.831555,0.163245
809,670.328973,0.157856
810,670.826347,0.153812
811,671.323678,0.156573
812,671.820966,0.158392
813,672.31821,0.153925
814,672.815411,0.156918
815,673.312568,0.161125
816,673.809682,0.160806
817,674.306752,0.157776
818,674.803779,0.153442
819,675.300761,0.149462
820,675.797701,0.154836
821,676.294596,0.155999
822,676.791448,0.160282
823,677.288256,0.163207
824,677.78502,0.163285
825,678.28174,0.157509
826,678.778416,0.157552
827,679.275048,0.154107
828,679.771637,0.151017
829,680.268181,0.148711
830,680.764681,0.151858
831,681.261137,0.151156
832,681.757549,0.152894
833,682.253916,0.154357
834,682.750239,0.149497
835,683.246518,0.150552
836,683.742753,0.148576
837,684.238943,0.149865
838,684.735089,0.145432
839,685.231191,0.149336
840,685.727247,0.140076
841,686.22326,0.138042
842,686.719228,0.13596
843,687.215151,0.136009
844,687.711029,0.135285
845,688.206863,0.128706
846,688.702652,0.134429
847,689.198397,0.131629
848,689.694039,0.134326
849,690.189527,0.138735
850,690.684867,0.133493
851,691.180066,0.137958
852,691.67513,0.141583
853,692.170067,0.137673
854,692.664883,0.140007
855,693.159585,0.138043
856,693.65418,0.133743
857,694.148674,0.130193
858,694.643075,0.126634
859,695.137388,0.129252
860,695.631621,0.1303
861,696.125781,0.13667
862,696.619875,0.131205
863,697.113908,0.137298
864,697.607888,0.132893
865,698.101822,0.134585
866,698.595716,0.128536
867,699.089578,0.127013
868,699.583413,0.127584
869,700.077229,0.127406
870,700.571033,0.125
871,701.064831,0.126307
872,701.558629,0.120382
873,702.052436,0.121824
874,702.546257,0.12564
875,703.0401,0.121789
876,703.53397,0.117972
877,704.027875,0.120123
878,704.521822,0.116622
879,705.015818,0.120419
880,705.509868,0.119865
881,706.00398,0.118973
882,706.498161,0.121837
883,706.992418,0.121556
884,707.486757,0.121083
885,707.981184,0.117901
886,708.475708,0.115267
887,708.970333,0.120156
888,709.465069,0.114609
889,709.95992,0.114548
890,710.454833,0.118411
891,710.949749,0.11915
892,711.444668,0.114858
893,711.93959,0.112487
894,712.434516,0.114126
895,712.929444,0.109306
896,713.424376,0.11
897,713.919311,0.112302
898,714.414249,0.109213
899,714.90919,0.108824
900,715.404134,0.111122
901,715.899082,0.116
902,716.394032,0.106726
903,716.888987,0.103289
904,717.383944,0.104731
905,717.878905,0.0976196
906,718.373869,0.0972924
907,718.868836,0.0968577
908,719.363807,0.0978038
909,719.858781,0.0932479
910,720.353758,0.0912335
911,720.848739,0.0976264
912,721.343723,0.0944226
913,721.838711,0.0950717
914,722.333702,0.0960923
915,722.828697,0.0960166
916,723.323695,0.0959837
917,723.818696,0.0982762
918,724.313702,0.0951731
919,724.80871,0.0945462
920,725.303722,0.0916336
921,725.798738,0.090903
922,726.293758,0.0871539
923,726.78878,0.0906955
924,727.283807,0.0917749
925,727.778837,0.0897676
926,728.273871,0.0887659
927,728.768909,0.0927919
928,729.26395,0.088954
929,729.758995,0.0900586
930,730.254044,0.0915499
931,730.749096,0.0899511
932,731.244152,0.0933529
933,731.739212,0.0950893
934,732.234276,0.0850792
935,732.729344,0.0875115
936,733.224415,0.090186
937,733.71949,0.0905181
938,734.214569,0.0904665
939,734.709652,0.0909044
940,735.204739,0.0943275
941,735.69983,0.0940429
942,736.194925,0.0963958
943,736.690023,0.0963863
944,737.185126,0.0930981
945,737.680232,0.0950542
946,738.175343,0.0943304
947,738.670458,0.0962462
