# Mode: Calibration
# Date: 2026-03-13 00:32:04
# Reference source: FL12
# Sensitivity correction: off
# Gain: 10.0
# Exposure: 10000
pixel,intensity,reference_wavelength,reference_intensity,calibrated_wavelength,calibrated_intensity
0,0.062109947204589844,209.529535,0.005037946695177413,209.529535,0.062109947204589844
1,0.06212947145104408,210.045318,0.005037946695177413,210.045318,0.06212947145104408
2,0.06235938519239426,210.561099,0.005037946695177413,210.561099,0.06235938519239426
3,0.06241685897111893,211.076879,0.005037946695177413,211.076879,0.06241685897111893
4,0.06288693845272064,211.592657,0.005037946695177413,211.592657,0.06288693845272064
5,0.06288693845272064,212.108433,0.005037946695177413,212.108433,0.06288693845272064
6,0.06216120347380638,212.624208,0.005037946695177413,212.624208,0.06216120347380638
7,0.06171688809990883,213.139982,0.005037946695177413,213.139982,0.06171688809990883
8,0.06259367614984512,213.655753,0.005037946695177413,213.655753,0.06259367614984512
9,0.0635128915309906,214.171523,0.005037946695177413,214.171523,0.0635128915309906
10,0.06290528923273087,214.687292,0.005037946695177413,214.687292,0.06290528923273087
11,0.06243668496608734,215.203059,0.005037946695177413,215.203059,0.06243668496608734
12,0.06233551353216171,215.718824,0.005037946695177413,215.718824,0.06233551353216171
13,0.06422649323940277,216.234588,0.005037946695177413,216.234588,0.06422649323940277
14,0.06259799748659134,216.75035,0.005037946695177413,216.75035,0.06259799748659134
15,0.0622844360768795,217.26611,0.005037946695177413,217.26611,0.0622844360768795
16,0.06203160062432289,217.78187,0.005037946695177413,217.78187,0.06203160062432289
17,0.062410708516836166,218.297627,0.005037946695177413,218.297627,0.062410708516836166
18,0.06301727145910263,218.813383,0.005037946695177413,218.813383,0.06301727145910263
19,0.06259262561798096,219.329137,0.005037946695177413,219.329137,0.06259262561798096
20,0.06259071826934814,219.84489,0.005037946695177413,219.84489,0.06259071826934814
21,0.0625242218375206,220.360641,0.005037946695177413,220.360641,0.0625242218375206
22,0.06235275790095329,220.876391,0.005037946695177413,220.876391,0.06235275790095329
23,0.06245582178235054,221.392139,0.005037946695177413,221.392139,0.06245582178235054
24,0.062481287866830826,221.907886,0.005037946695177413,221.907886,0.062481287866830826
25,0.06256109476089478,222.423631,0.005037946695177413,222.423631,0.06256109476089478
26,0.06256109476089478,222.939374,0.005037946695177413,222.939374,0.06256109476089478
27,0.06242145597934723,223.455116,0.005037946695177413,223.455116,0.06242145597934723
28,0.06220266968011856,223.970857,0.005037946695177413,223.970857,0.06220266968011856
29,0.06240342929959297,224.486595,0.005037946695177413,224.486595,0.06240342929959297
30,0.06264255940914154,225.002333,0.005037946695177413,225.002333,0.06264255940914154
31,0.06256110966205597,225.518069,0.005037946695177413,225.518069,0.06256110966205597
32,0.06353861093521118,226.033803,0.005037946695177413,226.033803,0.06353861093521118
33,0.06256109476089478,226.549536,0.005037946695177413,226.549536,0.06256109476089478
34,0.0621628575026989,227.065267,0.005037946695177413,227.065267,0.0621628575026989
35,0.06273487210273743,227.580997,0.005037946695177413,227.580997,0.06273487210273743
36,0.06221895292401314,228.096725,0.005037946695177413,228.096725,0.06221895292401314
37,0.06188108026981354,228.612452,0.005037946695177413,228.612452,0.06188108026981354
38,0.06163641810417175,229.128177,0.005037946695177413,229.128177,0.06163641810417175
39,0.06203743442893028,229.643901,0.005037946695177413,229.643901,0.06203743442893028
40,0.06230882927775383,230.159623,0.005037946695177413,230.159623,0.06230882927775383
41,0.0623389407992363,230.675344,0.005037946695177413,230.675344,0.0623389407992363
42,0.06256109476089478,231.191063,0.005037946695177413,231.191063,0.06256109476089478
43,0.062147531658411026,231.706781,0.005037946695177413,231.706781,0.062147531658411026
44,0.06200525164604187,232.222497,0.005037946695177413,232.222497,0.06200525164604187
45,0.06227729842066765,232.738212,0.005037946695177413,232.738212,0.06227729842066765
46,0.06224629282951355,233.253925,0.005037946695177413,233.253925,0.06224629282951355
47,0.06201367825269699,233.769637,0.005037946695177413,233.769637,0.06201367825269699
48,0.062291424721479416,234.285347,0.005037946695177413,234.285347,0.062291424721479416
49,0.062383364886045456,234.801056,0.005037946695177413,234.801056,0.062383364886045456
50,0.06256110966205597,235.316763,0.005037946695177413,235.316763,0.06256110966205597
51,0.06256109476089478,235.832469,0.005037946695177413,235.832469,0.06256109476089478
52,0.06256109476089478,236.348173,0.005037946695177413,236.348173,0.06256109476089478
53,0.0623004212975502,236.863876,0.005037946695177413,236.863876,0.0623004212975502
54,0.062147531658411026,237.379578,0.005037946695177413,237.379578,0.062147531658411026
55,0.0625273808836937,237.895278,0.005037946695177413,237.895278,0.0625273808836937
56,0.06256109476089478,238.410976,0.005037946695177413,238.410976,0.06256109476089478
57,0.06332726031541824,238.926674,0.005037946695177413,238.926674,0.06332726031541824
58,0.06256109476089478,239.442369,0.005037946695177413,239.442369,0.06256109476089478
59,0.06215231493115425,239.958063,0.005037946695177413,239.958063,0.06215231493115425
60,0.06233551353216171,240.473756,0.005037946695177413,240.473756,0.06233551353216171
61,0.06283602118492126,240.989447,0.005037946695177413,240.989447,0.06283602118492126
62,0.06251949816942215,241.505137,0.005037946695177413,241.505137,0.06251949816942215
63,0.0627443790435791,242.020826,0.005037946695177413,242.020826,0.0627443790435791
64,0.062124334275722504,242.536513,0.005037946695177413,242.536513,0.062124334275722504
65,0.06171998009085655,243.052198,0.005037946695177413,243.052198,0.06171998009085655
66,0.06260916590690613,243.567883,0.005037946695177413,243.567883,0.06260916590690613
67,0.06375584751367569,244.083565,0.005037946695177413,244.083565,0.06375584751367569
68,0.06426112353801727,244.599247,0.005037946695177413,244.599247,0.06426112353801727
69,0.06300543248653412,245.114926,0.005037946695177413,245.114926,0.06300543248653412
70,0.0627317726612091,245.630605,0.005037946695177413,245.630605,0.0627317726612091
71,0.0630025565624237,246.146282,0.005037946695177413,246.146282,0.0630025565624237
72,0.06399744749069214,246.661958,0.005037946695177413,246.661958,0.06399744749069214
73,0.06284038722515106,247.177632,0.005037946695177413,247.177632,0.06284038722515106
74,0.0627988800406456,247.693305,0.005037946695177413,247.693305,0.0627988800406456
75,0.06256109476089478,248.208976,0.005037946695177413,248.208976,0.06256109476089478
76,0.062529556453228,248.724646,0.005037946695177413,248.724646,0.062529556453228
77,0.062412988394498825,249.240315,0.005037946695177413,249.240315,0.062412988394498825
78,0.06244609132409096,249.755982,0.005037946695177413,249.755982,0.06244609132409096
79,0.06256110966205597,250.271648,0.005037946695177413,250.271648,0.06256110966205597
80,0.06321689486503601,250.787312,0.005037946695177413,250.787312,0.06321689486503601
81,0.06318019330501556,251.302975,0.005037946695177413,251.302975,0.06318019330501556
82,0.06263352185487747,251.818637,0.005037946695177413,251.818637,0.06263352185487747
83,0.06266971677541733,252.334297,0.005037946695177413,252.334297,0.06266971677541733
84,0.06268550455570221,252.849956,0.005037946695177413,252.849956,0.06268550455570221
85,0.06184425204992294,253.365614,0.005037946695177413,253.365614,0.06184425204992294
86,0.062081918120384216,253.88127,0.005037946695177413,253.88127,0.062081918120384216
87,0.06280547380447388,254.396924,0.005037946695177413,254.396924,0.06280547380447388
88,0.06271443516016006,254.912578,0.005037946695177413,254.912578,0.06271443516016006
89,0.063142329454422,255.42823,0.005037946695177413,255.42823,0.063142329454422
90,0.06241197511553764,255.943881,0.005037946695177413,255.943881,0.06241197511553764
91,0.06240149214863777,256.45953,0.005037946695177413,256.45953,0.06240149214863777
92,0.06238730996847153,256.975178,0.005037946695177413,256.975178,0.06238730996847153
93,0.06243359297513962,257.490824,0.005037946695177413,257.490824,0.06243359297513962
94,0.06226032227277756,258.00647,0.005037946695177413,258.00647,0.06226032227277756
95,0.06275659799575806,258.522114,0.005037946695177413,258.522114,0.06275659799575806
96,0.06282943487167358,259.037756,0.005037946695177413,259.037756,0.06282943487167358
97,0.06239510327577591,259.553397,0.005037946695177413,259.553397,0.06239510327577591
98,0.0619472973048687,260.069037,0.005037946695177413,260.069037,0.0619472973048687
99,0.06193548068404198,260.584676,0.005037946695177413,260.584676,0.06193548068404198
100,0.06222272291779518,261.100313,0.005037946695177413,261.100313,0.06222272291779518
101,0.06192195415496826,261.615949,0.005037946695177413,261.615949,0.06192195415496826
102,0.0630110651254654,262.131584,0.005037946695177413,262.131584,0.0630110651254654
103,0.06351184099912643,262.647217,0.005037946695177413,262.647217,0.06351184099912643
104,0.06353861838579178,263.162849,0.005037946695177413,263.162849,0.06353861838579178
105,0.06270074099302292,263.678479,0.005037946695177413,263.678479,0.06270074099302292
106,0.06278325617313385,264.194108,0.005037946695177413,264.194108,0.06278325617313385
107,0.06277831643819809,264.709736,0.005037946695177413,264.709736,0.06277831643819809
108,0.06256110966205597,265.225363,0.005037946695177413,265.225363,0.06256110966205597
109,0.062461916357278824,265.740988,0.005037946695177413,265.740988,0.062461916357278824
110,0.06230882927775383,266.256612,0.005037946695177413,266.256612,0.06230882927775383
111,0.062291428446769714,266.772235,0.005037946695177413,266.772235,0.062291428446769714
112,0.062147535383701324,267.287857,0.005037946695177413,267.287857,0.062147535383701324
113,0.062224019318819046,267.803477,0.005037946695177413,267.803477,0.062224019318819046
114,0.0620112419128418,268.319095,0.005037946695177413,268.319095,0.0620112419128418
115,0.061974577605724335,268.834713,0.005037946695177413,268.834713,0.061974577605724335
116,0.0626959279179573,269.350329,0.005037946695177413,269.350329,0.0626959279179573
117,0.0633494108915329,269.865944,0.005037946695177413,269.865944,0.0633494108915329
118,0.0637313574552536,270.381558,0.005037946695177413,270.381558,0.0637313574552536
119,0.06546791642904282,270.89717,0.005037946695177413,270.89717,0.06546791642904282
120,0.06553858518600464,271.412781,0.005037946695177413,271.412781,0.06553858518600464
121,0.06330983340740204,271.928391,0.005037946695177413,271.928391,0.06330983340740204
122,0.06191873177886009,272.444,0.005037946695177413,272.444,0.06191873177886009
123,0.06177431344985962,272.959607,0.005037946695177413,272.959607,0.06177431344985962
124,0.06252036988735199,273.475213,0.005037946695177413,273.475213,0.06252036988735199
125,0.06256109476089478,273.990818,0.005037946695177413,273.990818,0.06256109476089478
126,0.06256110966205597,274.506421,0.005037946695177413,274.506421,0.06256110966205597
127,0.06250185519456863,275.022023,0.005037946695177413,275.022023,0.06250185519456863
128,0.06231256201863289,275.537624,0.005037946695177413,275.537624,0.06231256201863289
129,0.06237883120775223,276.053224,0.005037946695177413,276.053224,0.06237883120775223
130,0.062416866421699524,276.568823,0.005037946695177413,276.568823,0.062416866421699524
131,0.06246084347367287,277.08442,0.005037946695177413,277.08442,0.06246084347367287
132,0.06264996528625488,277.600016,0.005037946695177413,277.600016,0.06264996528625488
133,0.0624912828207016,278.115611,0.005037946695177413,278.115611,0.0624912828207016
134,0.062357448041439056,278.631204,0.005037946695177413,278.631204,0.062357448041439056
135,0.0625234916806221,279.146796,0.005037946695177413,279.146796,0.0625234916806221
136,0.06315401196479797,279.662387,0.005037946695177413,279.662387,0.06315401196479797
137,0.06320153176784515,280.177977,0.005037946695177413,280.177977,0.06320153176784515
138,0.06261079758405685,280.693566,0.005037946695177413,280.693566,0.06261079758405685
139,0.06234859302639961,281.209153,0.005037946695177413,281.209153,0.06234859302639961
140,0.06250359117984772,281.724739,0.005037946695177413,281.724739,0.06250359117984772
141,0.06297706067562103,282.240324,0.005037946695177413,282.240324,0.06297706067562103
142,0.06313610076904297,282.755908,0.005037946695177413,282.755908,0.06313610076904297
143,0.06256109476089478,283.27149,0.005037946695177413,283.27149,0.06256109476089478
144,0.062052782624959946,283.787071,0.005037946695177413,283.787071,0.062052782624959946
145,0.062041137367486954,284.302651,0.005037946695177413,284.302651,0.062041137367486954
146,0.06224755197763443,284.81823,0.005037946695177413,284.81823,0.06224755197763443
147,0.06223525479435921,285.333808,0.005037946695177413,285.333808,0.06223525479435921
148,0.06152433156967163,285.849384,0.005037946695177413,285.849384,0.06152433156967163
149,0.06198183074593544,286.36496,0.005037946695177413,286.36496,0.06198183074593544
150,0.0625273808836937,286.880534,0.005037946695177413,286.880534,0.0625273808836937
151,0.062121205031871796,287.396106,0.005037946695177413,287.396106,0.062121205031871796
152,0.06196608394384384,287.911678,0.005037946695177413,287.911678,0.06196608394384384
153,0.062098052352666855,288.427249,0.005037946695177413,288.427249,0.062098052352666855
154,0.06241733953356743,288.942818,0.005037946695177413,288.942818,0.06241733953356743
155,0.06244609132409096,289.458386,0.005037946695177413,289.458386,0.06244609132409096
156,0.06250185519456863,289.973953,0.005037946695177413,289.973953,0.06250185519456863
157,0.06271147727966309,290.489519,0.005037946695177413,290.489519,0.06271147727966309
158,0.06309428811073303,291.005083,0.005037946695177413,291.005083,0.06309428811073303
159,0.06251665949821472,291.520647,0.005037946695177413,291.520647,0.06251665949821472
160,0.062322672456502914,292.036209,0.005037946695177413,292.036209,0.062322672456502914
161,0.062242843210697174,292.55177,0.005037946695177413,292.55177,0.062242843210697174
