# Mode: Color Science
# Date: 2026-03-13 12:10:30
# Measurement type: ILLUMINATION
# Light source: off
# Gain: 10.0
# Exposure: 10000
# XYZ: X=93.78 Y=100.00 Z=44.19
# LAB: L*=100.00 a*=0.00 b*=0.00
# xy: x=0.3941 y=0.4202
Pixel,Wavelength,Intensity
0,268.942329,0.0686279
1,269.439017,0.0685801
2,269.935693,0.0687545
3,270.432358,0.0684609
4,270.929011,0.0705699
5,271.425654,0.0710842
6,271.922285,0.0695876
7,272.418906,0.0684706
8,272.915515,0.0678088
9,273.412113,0.0684932
10,273.9087,0.0678524
11,274.405276,0.0680797
12,274.901841,0.0677115
13,275.398395,0.068685
14,275.894938,0.0675722
15,276.391471,0.0693148
16,276.887992,0.0702108
17,277.384503,0.0682866
18,277.881003,0.0673076
19,278.377492,0.0670692
20,278.87397,0.0672083
21,279.370438,0.0678054
22,279.866895,0.068404
23,280.363342,0.068223
24,280.859777,0.0694726
25,281.356203,0.0683773
26,281.852617,0.0678277
27,282.349021,0.0675516
28,282.845415,0.0688409
29,283.341798,0.0652577
30,283.838171,0.0677357
31,284.334533,0.0703094
32,284.830885,0.0696383
33,285.327227,0.0661846
34,285.823558,0.0694037
35,286.319879,0.0685901
36,286.81619,0.0680299
37,287.312491,0.0674604
38,287.808781,0.0682959
39,288.305062,0.0685214
40,288.801332,0.0667799
41,289.297592,0.0665445
42,289.793842,0.0707686
43,290.290082,0.0672446
44,290.786312,0.0669795
45,291.282532,0.0664037
46,291.778742,0.068885
47,292.274942,0.0677494
48,292.771132,0.0706293
49,293.267313,0.0697967
50,293.763483,0.0713316
51,294.259644,0.0710733
52,294.755795,0.0679071
53,295.251936,0.0677017
54,295.748068,0.0689455
55,296.24419,0.0690197
56,296.740302,0.070287
57,297.236405,0.0686646
58,297.732498,0.0686972
59,298.228582,0.0685291
60,298.724656,0.0702991
61,299.22072,0.0689588
62,299.716775,0.0664551
63,300.212821,0.0695376
64,300.708857,0.0702444
65,301.204884,0.0653792
66,301.700902,0.0692082
67,302.19691,0.0690127
68,302.692909,0.0682707
69,303.188899,0.0708496
70,303.684879,0.0691473
71,304.18085,0.066797
72,304.676813,0.0662517
73,305.172766,0.0691671
74,305.66871,0.0675932
75,306.164645,0.0653894
76,306.66057,0.0670062
