pixel,intensity,reference_wavelength,reference_intensity,calibrated_wavelength,calibrated_intensity
0,0.06237390637397766,266.987682,0.005328024331464134,266.987682,0.06237390637397766
1,0.06237390637397766,267.488727,0.005328024331464134,267.488727,0.06237390637397766
2,0.06256108731031418,267.989773,0.005328024331464134,267.989773,0.06256108731031418
3,0.06232132762670517,268.490818,0.005328024331464134,268.490818,0.06232132762670517
4,0.06225661188364029,268.991864,0.005328024331464134,268.991864,0.06225661188364029
5,0.06248442828655243,269.492909,0.005328024331464134,269.492909,0.06248442828655243
6,0.062235262244939804,269.993955,0.005328024331464134,269.993955,0.062235262244939804
7,0.06216007098555565,270.495,0.005328024331464134,270.495,0.06216007098555565
8,0.06214688718318939,270.996045,0.005328024331464134,270.996045,0.06214688718318939
9,0.0635874941945076,271.497091,0.005328024331464134,271.497091,0.0635874941945076
10,0.06575591117143631,271.998136,0.005328024331464134,271.998136,0.06575591117143631
11,0.06558824330568314,272.499182,0.005328024331464134,272.499182,0.06558824330568314
12,0.06257661432027817,273.000227,0.005328024331464134,273.000227,0.06257661432027817
13,0.0627317726612091,273.501273,0.005328024331464134,273.501273,0.0627317726612091
14,0.06235276162624359,274.002318,0.005328024331464134,274.002318,0.06235276162624359
15,0.062316715717315674,274.503364,0.005328024331464134,274.503364,0.062316715717315674
16,0.062197376042604446,275.004409,0.005328024331464134,275.004409,0.062197376042604446
17,0.06250359117984772,275.505455,0.005328024331464134,275.505455,0.06250359117984772
18,0.062059808522462845,276.0065,0.005328024331464134,276.0065,0.062059808522462845
19,0.06187867745757103,276.507545,0.005328024331464134,276.507545,0.06187867745757103
20,0.06324536353349686,277.008591,0.005328024331464134,277.008591,0.06324536353349686
21,0.0626026839017868,277.509636,0.005328024331464134,277.509636,0.0626026839017868
22,0.0623815581202507,278.010682,0.005328024331464134,278.010682,0.0623815581202507
23,0.06247533857822418,278.511727,0.005328024331464134,278.511727,0.06247533857822418
24,0.06286977231502533,279.012773,0.005328024331464134,279.012773,0.06286977231502533
25,0.06283479928970337,279.513818,0.005328024331464134,279.513818,0.06283479928970337
26,0.062218956649303436,280.014864,0.005328024331464134,280.014864,0.062218956649303436
27,0.06224576011300087,280.515909,0.005328024331464134,280.515909,0.06224576011300087
28,0.06225661188364029,281.016955,0.005328024331464134,281.016955,0.06225661188364029
29,0.062438905239105225,281.518,0.005328024331464134,281.518,0.062438905239105225
30,0.06256110966205597,282.019045,0.005328024331464134,282.019045,0.06256110966205597
31,0.06256109476089478,282.520091,0.005328024331464134,282.520091,0.06256109476089478
32,0.0625,283.021136,0.005328024331464134,283.021136,0.0625
33,0.06220094859600067,283.522182,0.005328024331464134,283.522182,0.06220094859600067
34,0.06299721449613571,284.023227,0.005328024331464134,284.023227,0.06299721449613571
35,0.06331303715705872,284.524273,0.005328024331464134,284.524273,0.06331303715705872
36,0.06259799748659134,285.025318,0.005328024331464134,285.025318,0.06259799748659134
37,0.0623004212975502,285.526364,0.005328024331464134,285.526364,0.0623004212975502
38,0.06260553002357483,286.027409,0.005328024331464134,286.027409,0.06260553002357483
