# Mode: Color Science
# Date: 2026-03-13 12:11:15
# Measurement type: ILLUMINATION
# Light source: off
# Gain: 10.0
# Exposure: 10000
# XYZ: X=99.25 Y=100.00 Z=53.11
# LAB: L*=100.00 a*=0.00 b*=0.00
# xy: x=0.3933 y=0.3963
Pixel,Wavelength,Intensity
0,268.942329,0.066111
1,269.439017,0.0666717
2,269.935693,0.0671432
3,270.432358,0.0670436
4,270.929011,0.0652624
5,271.425654,0.0667465
6,271.922285,0.0656073
7,272.418906,0.0678512
8,272.915515,0.0663808
9,273.412113,0.0654587
10,273.9087,0.0652919
11,274.405276,0.0656551
12,274.901841,0.0670866
13,275.398395,0.0645484
14,275.894938,0.0653661
15,276.391471,0.0662689
16,276.887992,0.0661157
17,277.384503,0.0647978
18,277.881003,0.0641402
19,278.377492,0.0640804
20,278.87397,0.0642861
21,279.370438,0.0664129
22,279.866895,0.06964
23,280.363342,0.0669284
24,280.859777,0.0649945
25,281.356203,0.0632671
26,281.852617,0.0677988
27,282.349021,0.0651992
28,282.845415,0.0653078
29,283.341798,0.064978
30,283.838171,0.0666065
31,284.334533,0.0665255
32,284.830885,0.0668847
33,285.327227,0.0647734
34,285.823558,0.0661453
35,286.319879,0.0663634
36,286.81619,0.0650565
37,287.312491,0.0646139
38,287.808781,0.0647431
39,288.305062,0.0662633
40,288.801332,0.066405
41,289.297592,0.0675731
42,289.793842,0.0668444
43,290.290082,0.0670245
44,290.786312,0.0635081
45,291.282532,0.0667185
46,291.778742,0.0665287
47,292.274942,0.0658056
48,292.771132,0.067676
49,293.267313,0.0661648
50,293.763483,0.0675269
51,294.259644,0.0684462
52,294.755795,0.0673171
53,295.251936,0.0656891
54,295.748068,0.0711575
55,296.24419,0.0653752
56,296.740302,0.0651464
57,297.236405,0.064294
58,297.732498,0.0642068
59,298.228582,0.0665386
60,298.724656,0.0660654
61,299.22072,0.063884
62,299.716775,0.065502
63,300.212821,0.0668698
64,300.708857,0.0656583
65,301.204884,0.0640274
66,301.700902,0.0669957
67,302.19691,0.065383
68,302.692909,0.0664602
69,303.188899,0.0666628
70,303.684879,0.0663231
71,304.18085,0.0659956
72,304.676813,0.0653286
73,305.172766,0.0645999
74,305.66871,0.0651821
75,306.164645,0.0638052
76,306.66057,0.0634805
77,307.156487,0.0646665
78,307.652395,0.0637095
79,308.148294,0.0636335
80,308.644184,0.0662139
81,309.140065,0.067137
82,309.635937,0.0647572
83,310.131801,0.064121
84,310.627656,0.0660253
85,311.123502,0.0670359
86,311.619339,0.0650312
87,312.115167,0.0630667
88,312.610987,0.063559
89,313.106798,0.0666942
90,313.602601,0.0647858
91,314.098395,0.0664148
92,314.59418,0.0669367
93,315.089957,0.0644392
94,315.585726,0.0661535
95,316.081485,0.0654936
96,316.577237,0.0640199
97,317.07298,0.0647718
98,317.568715,0.0660155
