Pixel,Wavelength,Intensity
0,404.66,0.02348756417632103
1,404.66,0.022901829332113266
2,404.66,0.02094382233917713
3,404.66,0.02124219760298729
4,404.66,0.021304119378328323
5,404.66,0.021213578060269356
6,404.66,0.023100273683667183
7,404.66,0.025391602888703346
8,404.66,0.02088331989943981
9,404.66,0.0218837670981884
10,404.66,0.02213944122195244
11,404.66,0.02370479144155979
12,404.66,0.020202022045850754
13,404.66,0.022721312940120697
14,404.66,0.022700121626257896
15,404.66,0.019467150792479515
16,404.66,0.021316729485988617
17,404.66,0.02073732763528824
18,404.66,0.02025819942355156
19,404.66,0.020480172708630562
20,404.66,0.02205633744597435
21,404.66,0.020839832723140717
22,404.66,0.020779218524694443
23,404.66,0.020918866619467735
24,404.66,0.02222222276031971
25,404.66,0.020853696390986443
26,404.66,0.02220568060874939
27,404.66,0.025117935612797737
28,404.66,0.02291901223361492
29,404.66,0.02013685554265976
30,404.66,0.021810192614793777
31,404.66,0.021818917244672775
32,404.66,0.0240243598818779
33,404.66,0.02274356409907341
34,404.66,0.02117953635752201
35,404.66,0.020583191886544228
36,404.66,0.020175954326987267
37,404.66,0.0209790226072073
38,404.66,0.023036204278469086
39,404.66,0.02235427126288414
40,404.66,0.020053915679454803
41,404.66,0.019550343975424767
42,404.66,0.021900542080402374
43,404.66,0.022363198921084404
44,404.66,0.023446645587682724
45,404.66,0.023134572431445122
46,404.66,0.020527860149741173
47,404.66,0.02381056547164917
48,404.66,0.021896380931138992
49,404.66,0.019786294549703598
50,404.66,0.020346838980913162
51,404.66,0.021042339503765106
52,404.66,0.020946795120835304
53,404.66,0.023022718727588654
54,404.66,0.023198148235678673
55,404.66,0.020398754626512527
56,404.66,0.02244797721505165
57,404.66,0.02286691404879093
58,404.66,0.02081395871937275
59,404.66,0.020442113280296326
60,404.66,0.01973653957247734
61,404.66,0.020574409514665604
62,404.66,0.02100992016494274
63,404.66,0.019153669476509094
64,404.66,0.01956636644899845
65,404.66,0.021173393353819847
66,404.66,0.02088472992181778
67,404.66,0.020980142056941986
68,404.66,0.02308604121208191
69,404.66,0.02426285110414028
70,404.66,0.020382270216941833
71,404.66,0.02108178474009037
72,404.66,0.020448600873351097
73,404.66,0.021773187443614006
74,404.66,0.021567441523075104
75,404.66,0.020704135298728943
76,404.66,0.021810850128531456
77,404.66,0.020317019894719124
78,404.66,0.020353302359580994
79,404.66,0.02135726809501648
80,404.66,0.021677879616618156
81,404.66,0.021597592160105705
82,404.66,0.020986070856451988
83,404.66,0.023662658408284187
84,404.66,0.02064516209065914
85,404.66,0.022690877318382263
86,404.66,0.021476197987794876
87,404.66,0.021664505824446678
88,404.66,0.023134572431445122
89,404.66,0.020980142056941986
90,404.66,0.020810825750231743
91,404.66,0.020785098895430565
92,404.66,0.021460942924022675
93,404.66,0.02187194488942623
94,404.66,0.025127941742539406
95,404.66,0.023574668914079666
96,404.66,0.021726107224822044
97,404.66,0.020889900624752045
98,404.66,0.020415684208273888
99,404.66,0.02096605859696865
100,404.66,0.020735209807753563
101,404.66,0.02099405974149704
102,404.66,0.020188722759485245
103,404.66,0.020187852904200554
104,404.66,0.020017853006720543
105,404.66,0.021417833864688873
106,404.66,0.019686738029122353
107,404.66,0.02030228078365326
108,404.66,0.019978005439043045
109,404.66,0.02274356037378311
110,404.66,0.023121535778045654
111,404.66,0.020918864756822586
